market_name,cftc_contract_market_code,report_date,report_date_weekday,release_date,release_at_et,available_at_utc,availability_basis,availability_source_id,open_interest_contracts,managed_money_long_contracts,managed_money_short_contracts,managed_money_spread_contracts,managed_money_net_contracts,managed_money_net_pct_open_interest,contract_unit_original,source_id,source_upstream_sha256,source_public_sha256,source_retrieved_at_utc
COCOA - ICE FUTURES U.S.,073732,2024-10-01,Tuesday,2024-10-04,2024-10-04T15:30:00-04:00,2024-10-04T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,148224,48061,8085,22692,39976,26.9700,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-10-08,Tuesday,2024-10-11,2024-10-11T15:30:00-04:00,2024-10-11T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,137394,45681,7561,20098,38120,27.7450,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-10-15,Tuesday,2024-10-18,2024-10-18T15:30:00-04:00,2024-10-18T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,142634,47892,7038,16768,40854,28.6425,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-10-22,Tuesday,2024-10-25,2024-10-25T15:30:00-04:00,2024-10-25T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,140267,45164,6550,14688,38614,27.5289,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-10-29,Tuesday,2024-11-01,2024-11-01T15:30:00-04:00,2024-11-01T19:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,131389,43285,7702,9428,35583,27.0822,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-11-05,Tuesday,2024-11-08,2024-11-08T15:30:00-05:00,2024-11-08T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,125901,41810,8457,8168,33353,26.4914,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-11-12,Tuesday,2024-11-15,2024-11-15T15:30:00-05:00,2024-11-15T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,122337,43051,8319,8586,34732,28.3904,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-11-19,Tuesday,2024-11-22,2024-11-22T15:30:00-05:00,2024-11-22T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,129440,46352,8332,8530,38020,29.3727,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-11-26,Tuesday,2024-11-29,2024-11-29T15:30:00-05:00,2024-11-29T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,130183,48940,7587,9121,41353,31.7653,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
COCOA - ICE FUTURES U.S.,073732,2024-12-03,Tuesday,2024-12-06,2024-12-06T15:30:00-05:00,2024-12-06T20:30:00Z,cftc_ordinary_rule_estimate_not_holiday_verified,cftc_cot_methodology_page_2026_08,130235,47839,7448,10988,40391,31.0139,(CONTRACTS OF 10 METRIC TONS),cftc_disagg_futures_only_2024,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,5e40f60993120d26c116ab347beaf93702f5da60c7bdccbbee43cb3d0a91d01a,2026-08-20T11:22:31Z
